elizabeth sara ross,,"nobody,blockchain,financial services,marketing,business",,,,,,
ella tallyn,university of edinburgh,"blockchain,distributed power,group work,management science,knowledge management,human computer interaction,engineering",,,,,,
elli androulaki,ibm,"replay attack,blockchain,certificate,internet privacy,computer security,computer science",,,,,,
elli karaindrou,,"distributed ledger,payment service provider,blockchain,market liquidity,scalability,commerce,business",,,,,,
ellie rennie,rmit university,"distributed ledger,social entrepreneurship,civil society,blockchain,smart city,informatics,public good,transaction cost,commerce,computer network,computer science",,,,,,
elliot shepherd,,"token bus network,token passing,blockchain,security token,financial transaction,database,business",,,,,,
ellis solaiman,newcastle university,"blockchain,contractual rights,expressivity,enforcement,scalability,transparency,management science,knowledge management,computer science",,,,,,
elodie feraud,,"blockchain,performance art,history",,,,,,
elodie le provost,,"blockchain,supply chain,operations management,operations research,art",,,,,,
elric milon,delft university of technology,"token economy,bittorrent,file sharing,blockchain,computer network,computer science",,,,,,
elvira albert,complutense university of madrid,"bytecode,blockchain,compiler,source code,programming language,computer science",,,,,,
elyes ben hamida,,"smart contract,blockchain,paradigm shift,scalability,systems engineering,distributed computing,computer science",,,,,,
elzbieta jantondrozdowska,adam mickiewicz university in poznan,"virtual currency,single euro payments area,distributed ledger,payment service provider,financial integration,payment,business model,financial services,finance,economics",,,,,,
emanuel ferreira jesus,federal fluminense university,"blockchain,publication,internet of things,database transaction,leverage,decentralization,emerging technologies,computer security,computer science",,,,,,
emanuel palm,,"blockchain,pruning,database transaction,theoretical computer science,data mining,computer science",,,,,,
emanuele bastianelli,open university,"named graph,distributed ledger,sparql,ledger,rdf,computer data storage,graph,data mining,database,computer science",,,,,,
emanuele di pascale,trinity college,"smart contract,blockchain,service level,operator,cellular network,service provider,scalability,computer network,computer security,computer science",,,,,,
emanuele petrilli,,"blockchain,performance art,geography",,,,,,
emanuele ragnoli,,"smart objects,consensus,blockchain,internet of things,decentralised system,cloud computing,architecture,distributed computing,computer science",,,,,,
emiliano pagnotta,imperial college london,"financial networks,blockchain,cryptocurrency,decentralization,supply and demand,valuation,microeconomics,business",,,,,,
emily a howson,,"remote patient monitoring,blockchain,health care,computer security,data mining,medicine",,,,,,
emily lee,university of hong kong,"financial inclusion,fintech,blockchain,money laundering,database transaction,actuarial science,finance,business",,,,,,
emily rosamond,goldsmiths university of london,"blockchain,world wide web,art",,,,,,
emily rutland,,"distributed ledger,smart contract,fintech,ledger,blockchain,return on equity,risk management,computer security,computer science",,,,,,
emin gun sirer,cornell university,"blockchain,cryptocurrency,popularity,block size,overlay network,scalability,scaling,distributed computing,computer security,computer science",,,,,,
emma portelli bonnici,,"gaming law,blockchain,cryptocurrency,commerce,business",,,,,,
emma wilson,,"blockchain,trustworthiness,internet privacy,computer security,business",,,,,,
emmanuel boateng sifah,university of electronic science and technology of china,"blockchain,overhead,big data,database transaction,access control,computer data storage,distributed computing,computer science",,,,,,
emmanuel kaku,,"blockchain,internet of things,internet privacy,world wide web,business",,,,,,
emmanuel viale,accenture,"distributed ledger,distributed computing,computer science",,,,,,
emmanuelle anceaume,centre national de la recherche scientifique,"proof of stake,distributed ledger,medium of exchange,probabilistic analysis of algorithms,blockchain,cryptocurrency,adversary,cryptography,distributed computing,computer security,computer science",,,,,,
emre erturk,eastern institute of technology,"disintermediation,blockchain,database transaction,encryption,cloud computing,economies of scale,authentication,information technology,control engineering,distributed computing,computer science",,,,,,
emre yavuz,dokuz eylul university,"electronic voting,smart contract,voting,cryptocurrency,solidity,android,database transaction,the internet,computer security,business",,,,,,
enbo chen,,"blockchain,traceability,supply chain,transparency,process management,business",,,,,,
ence zhou,fujitsu,"electric vehicle battery,blockchain,management science,automotive engineering,computer science",,,,,,
enes erdin,,"public key cryptography,ledger,blockchain,service provider,computer security,computer science",,,,,,
eng tseng lau,brunel university london,"grid network,electric vehicle,blockchain,smart grid,schedule,battery,voltage,electricity generation,computer network,computer science",,,,,,
enis karaarslan,mugla university,"blockchain,secure communication,information security,file system,convergence,cryptography,distributed computing,computer science",,,,,,
enric brancos i nunez,,"blockchain,genealogy,art",,,,,,
enrico tedeschi,,"blockchain,cash,network performance,distributed computing,computer science",,,,,,
enrique fynn,university of lugano,"blockchain,popularity,scalability,graph,distributed computing,computer science",,,,,,
enrique soler,university of malaga,"blockchain,security domain,internet of things,big data,cloud computing,distributed computing,computer security,computer science",,,,,,
enyan deng,,"smart contract,enforcement,business process,distributed computing,real time computing,computer science",,,,,,
ephraim feig,,"blockchain,cryptocurrency,distributed computing,computer science",,,,,,
eran birk,intel,"blockchain,digital content,shadow,internet privacy,computer science",,,,,,
erbao nie,,"blockchain,big data,electricity,the internet,commerce,business",,,,,,
erdenekhuu unurjargal,,"blockchain,business process reengineering,process management,computer science",,,,,,
erel segalhalevi,,"blockchain,cryptocurrency,lightning,database transaction,throughput,network topology,channel,distributed computing,computer security,computer science",,,,,,
eren karabacak,mugla university,"blockchain,secure communication,information security,file system,convergence,cryptography,distributed computing,computer science",,,,,,
erez waisbard,bell labs,"blockchain,database,computer science",,,,,,
eric barbry,,"blockchain,mining engineering,library science,computer science",,,,,,
eric budish,,"blockchain,monetary economics,economics",,,,,,
eric diehl,sony broadcast professional research laboratories,"blockchain,digital rights management,computer security,business",,,,,,
eric dubois,universite de namur,"blockchain,confusion,ontology,terminology,standardization,the internet,knowledge management,distributed computing,computer science",,,,,,
eric filiol,french institute for research in computer science and automation,"distributed ledger,blockchain,interoperability,router,distributed computing,computer science",,,,,,
eric funk,,"blockchain,accountability,information exchange,family medicine,knowledge management,medicine",,,,,,
eric garcia,,"proof of stake,blockchain,software deployment,delegation,prefix,incentive,scalability,the internet,computer network,distributed computing,computer science",,,,,,
eric garcia ribera,,"proof of stake,blockchain,lisp,algorithm,computer science",,,,,,
eric j pauwels,centrum wiskunde informatica,"blockchain,joins,world wide web,computer security,computer science",,,,,,
eric johnson,,"ledger,blockchain,bill of lading,data processing,computer security,computer science",,,,,,
eric knight,,"token bus network,token passing,blockchain,security token,financial transaction,database,business",,,,,,
eric koskinen,yale university,"software transactional memory,smart contract,design by contract,serialization,speedup,multi core processor,thread,concurrency,distributed computing,real time computing,computer science",,,,,,
eric munsing,university of california berkeley,"smart contract,microgrid,electric power distribution,operator,local search,data management,architecture,scheduling,operations management,distributed computing,business",,,,,,
eric rossignol,,"blockchain,mining engineering,library science,computer science",,,,,,
eric t dixon,,"blockchain,fork,distributed computing,real time computing,computer science",,,,,,
eric thea,,"smart contract,blockchain,paradigm shift,scalability,systems engineering,distributed computing,computer science",,,,,,
eric tjong tjin tai,law school admission council,"frustration of purpose,exclusion clause,blockchain,contract management,enforcement,law,business",,,,,,
eric tjongtjin tai,,"blockchain,public economics,economy,political science",,,,,,
erica fleishman,university of california davis,"science communication,blockchain,energy security,horizon,biodiversity,environmental resource management,ecology,biology",,,,,,
erica t,,"blockchain,ibm,finance,business",,,,,,
erich heumuller,bundeswehr university munich,"ansatz,blockchain,quantum electrodynamics,mathematics",,,,,,
erik blasch,air force research laboratory,"smart contract,single point of failure,security token,pi,information protection policy,access control,shared resource,scalability,computer network,distributed computing,computer science",,,,,,
erik hofmann,university of st gallen,"ledger,blockchain,supply chain,business model,emerging technologies,information management,information technology,finance,business",,,,,,
erik p m vermeulen,tilburg university,"decentralized autonomous organization,stakeholder,big data,social media,decentralization,organizational culture,technological change,corporate governance,public relations,business",,,,,,
erkin zekeriya,,"distributed ledger,byzantine fault tolerance,blockchain,exploit,database transaction,throughput,distributed computing,computer science",,,,,,
erkut baloglu,,"blockchain,cryptocurrency,currency,monetary economics,finance,economics",,,,,,
erneste wakeland,,"blockchain,cryptocurrency,payment,commerce,business",,,,,,
ernie g s teo,,"smart contract,blockchain,trustworthiness,data sharing,access control,cryptography,computer security,business",,,,,,
erno sjoblom,,"blockchain,information security,computer security,business",,,,,,
erwan gautron,,"trusted computing base,blockchain,default gateway,certification,information system,computer security,engineering",,,,,,
erwan joncheres,,"blockchain,panorama,media studies,history",,,,,,
erwin fielt,queensland university of technology,"blockchain,overhead,database transaction,emerging technologies,information system,knowledge management,business",,,,,,
ethan boone,,"blockchain,cryptocurrency,internet privacy,computer science",,,,,,
ethan buchman,,"quantum byzantine agreement,byzantine fault tolerance,consensus,blockchain,distributed computing,computer science",,,,,,
ethan cecchetti,cornell university,"smart contract,data feed,guard,encryption,front and back ends,architecture,authentication,software,computer security,computer science",,,,,,
ethan heilman,boston university,"botnet,probabilistic analysis of algorithms,blockchain,exploit,adversary,eclipse,peer to peer,network architecture,internet privacy,computer security,computer science",,,,,,
ethan kane,rmit university,"general purpose technology,blockchain,emerging technologies,management science,engineering",,,,,,
etienne s coronado,,"distributed ledger,blockchain,database transaction,supply chain,carbon,tamper resistance,data management,composite material,business",,,,,,
eugenio di sciascio,polytechnic university of bari,"semantic technology,blockchain,supply chain,ontology,information management,real time computing,data mining,computer science",,,,,,
eva micheler,london school of economics and political science,"distributed ledger,blockchain,full disclosure,clearing,finance,economics",,,,,,
evan d poff,,"blockchain,supply chain,commerce,business",,,,,,
evelina petersson,,"supply chain collaboration,blockchain,supply chain,process management,business",,,,,,
evgenia e frolova,,"new business development,blockchain,institutionalism,economic security,financial analysis,business model,commerce,finance,business",,,,,,
ewa fabian,,"digital audio,lex mercatoria,blockchain,internet privacy,computer science",,,,,,
ewerton r andrade,university of sao paulo,"blockchain,rewriting,internet privacy,world wide web,computer science",,,,,,
eyal ron,,"digital revolution,immutability,blockchain,exploit,distributed database,standardization,knowledge management,computer science",,,,,,
f imbault,,"blockchain,microgrid,distributed generation,peer to peer,energy storage,simulation,control engineering,distributed computing,engineering",,,,,,
f l brinkkemper,,"smart contract,credential,issuer,blockchain,verifiable secret sharing,design research,data availability,incentive,computer security,business",,,,,,
f muller,,"smart contract,white paper,automation,information and communications technology,computer security,business",,,,,,
f rizal batubara,delft university of technology,"public service,blockchain,systematic review,scalability,public sector,government,corporate governance,empirical evidence,knowledge management,computer science",,,,,,
f toth,,"blockchain,ibm,molecular biology,computational science,biology",,,,,,
f w j van geelkerken,,"general data protection regulation,blockchain,computer security,business",,,,,,
fabian huss,,"blockchain,mobile device,communications system,internet privacy,multimedia,computer science",,,,,,
fabian knirsch,university of salzburg,"smart contract,privacy by design,cost of operation,blockchain,cryptography,distributed computing,computer science",,,,,,
fabian lim,,"smart contract,blockchain,trustworthiness,data sharing,access control,cryptography,computer security,business",,,,,,
fabian monsalve,,"blockchain,corruption,economic system,business",,,,,,
fabian schar,,"digital currency,blockchain,cryptocurrency,implementation,monetary economics,economic policy,economics",,,,,,
fabian schuh,,"smart contract,blockchain,cryptocurrency,financial instrument,credit risk,the internet,software,commerce,business",,,,,,
fabien a p petitcolas,,"distributed ledger,identity management,blockchain,decentralization,transparency,data structure,management science,theoretical computer science,computer science",,,,,,
fabio angeletti,sapienza university of rome,"blockchain,internet of things,information privacy,clinical research,clinical trial,computer network,computer security,computer science",,,,,,
fabio chiodarelli,,"blockchain,cartography,software engineering,engineering",,,,,,
fabio elsener,,"blockchain,software engineering,computer science",,,,,,
fabio fassetti,university of calabria,"blockchain,digital identity,accountability,knowledge management,data mining,computer science",,,,,,
fabio lemes daneluzzi,,"local currency,social currency,blockchain,cryptocurrency,commerce,business",,,,,,
fabio maino,cisco systems inc,"proof of stake,blockchain,software deployment,delegation,prefix,incentive,scalability,the internet,computer network,distributed computing,computer science",,,,,,
fabio massacci,university of trento,"distributed ledger,ledger,disruptive innovation,transactional leadership,economic rent,conceptual model,theory of the firm,commerce,industrial organization,economics",,,,,,
fabio massaro,university of palermo,"voltage regulation,ac power,blockchain,transactive memory,business model,photovoltaic system,transparency,commerce,business",,,,,,
fabio pianese,,"blockchain,performance art,history",,,,,,
fabrice benhamouda,,"smart contract,reservation price,ledger,bidding,database transaction,secure multi party computation,encryption,architecture,distributed computing,business",,,,,,
fabrizio angiulli,university of calabria,"blockchain,digital identity,accountability,knowledge management,data mining,computer science",,,,,,
fabrizio lamberti,polytechnic university of turin,"blockchain,cons,use case,knowledge management,computer security,computer science",,,,,,
fabrizio maria maggi,university of tartu,"service orientation,smart contract,e governance,industry 4 0,negotiation,automotive industry,ontology,conflict management,knowledge management,computer science",,,,,,
fabrizio orlandi,,"electronic cash,disintermediation,blockchain,financial institution,payment,trusted third party,fidelity,database transaction,computer security,computer science",,,,,,
fan zhang,cornell university,"smart contract,data feed,guard,encryption,front and back ends,architecture,authentication,software,computer security,computer science",,,,,,
fang ggoea zhang,,"food systems,blockchain,geospatial analysis,monitoring and evaluation,big data,management science,business",,,,,,
fang liu,,"transmission system,blockchain,computer network,computer science",,,,,,
fangfang dai,,"blockchain,anonymity,encryption,data integrity,access control,data management,the internet,cryptography,computer security,computer science",,,,,,
fangguo zhang,,"symmetric key algorithm,blockchain,adversary,search problem,decentralised system,cloud computing,theoretical computer science,computer security,computer science",,,,,,
farag sallabi,united arab emirates university,"blockchain,network functions virtualization,software defined networking,agile software development,software deployment,internet of things,cloud computing,health care,computer security,computer science",,,,,,
faraz faghri,national institutes of health,"precision medicine,blockchain,cryptocurrency,smart city,user centered design,authorization,access control,scalability,computer security,computer science",,,,,,
farhana hanim mohsin,universiti tunku abdul rahman,"smart contract,human intelligence,islam,financial services,source code,finance,artificial intelligence,business",,,,,,
farid m ablayev,university of bonn,"blockchain,quantum,theoretical computer science,discrete mathematics,mathematics",,,,,,
farinaz sabz ali pour,old dominion university,"sand mining,blockchain,ingredient,agent based model,modeling and simulation,concurrency,corporate governance,distributed computing,computer science",,,,,,
fateh guenab,,"component based software engineering,physical plant,railway signalling,blockchain,firmware,high availability,control system,real time computing,engineering",,,,,,
federica paci,university of southampton,"blockchain,data protection act 1998,accountability,cloud computing,access control,architecture,computer network,distributed computing,computer science",,,,,,
federica sist,,"blockchain,digitization,big data,financial intermediary,business model,transparency,social network,finance,business",,,,,,
federico lombardi,sapienza university of rome,"cloud testing,blockchain,open research,cloud computing,data integrity,latency,public sector,throughput,distributed computing,database,computer science",,,,,,
federico matteo bencic,university of zagreb,"ledger,blockchain,implementation,database transaction,directed acyclic graph,scalability,data structure,cryptography,distributed computing,computer science",,,,,,
federico panisi,,"blockchain,commerce,business",,,,,,
fedor ya legotin,,"digital economy,blockchain,cryptocurrency,financial market,financial system,business",,,,,,
fei hu,,"cloud storage,blockchain,upload,data sharing,server,cloud computing,hash function,distributed computing,computer science",,,,,,
fei richard yu,carleton university,"distributed ledger,virtualization,use case,exchange of information,scalability,the internet,cryptography,software,distributed computing,computer science",,,,,,
fei su,ibm,"validator,blockchain,currency,reputation,database transaction,commerce,marketing,business",,,,,,
feiyue wang,chinese academy of sciences,"blockchain,crowdsourcing,intelligent transportation system,management system,conceptual model,cryptography,simulation,computer science",,,,,,
felipe chagas villasuso lago,,"blockchain,knowledge management,engineering",,,,,,
felix ankel,university of minnesota,"blockchain,accountability,information exchange,family medicine,knowledge management,medicine",,,,,,
felix armando fermin perez,,"blockchain,distributed computing,computer science",,,,,,
felix haerer,,"enterprise modelling,blockchain,knowledge management,computer science",,,,,,
felix hartmann,free university of bozen bolzano,"blockchain,cryptocurrency,ico,security token,critical success factor,venture capital,marketing,business",,,,,,
felix shnir,,"distributed ledger,cryptographic hash function,ledger,database transaction,information privacy,central processing unit,database,business",,,,,,
felix wortmann,university of st gallen,"transaction data,blockchain,smart grid,database transaction,grid,information management,transparency,user interface,human computer interaction,distributed computing,computer science",,,,,,
femke h tonneijck,wetlands international,"science communication,blockchain,energy security,horizon,biodiversity,environmental resource management,ecology,biology",,,,,,
feng cao,ibm,"validator,blockchain,currency,reputation,database transaction,commerce,marketing,business",,,,,,
feng gao,beijing institute of technology,"paillier cryptosystem,cloud storage,blockchain,database transaction,data sharing,cloud computing,scalability,distributed computing,computer science",,,,,,
feng hao,newcastle university,"smart contract,voting,internet privacy,computer security,computer science",,,,,,
feng tian,vienna university of economics and business,"supply chain management,blockchain,traceability,warehouse,food safety,supply chain,china,government,commerce,operations management,marketing,computer science",,,,,,
feng zhang,tongji university,"blockchain,factory,big data,cloud computing,automation,the internet,information and communications technology,operations management,artificial intelligence,machine learning,computer science",,,,,,
feng zhu,,"blockchain,distributed computing,computer science",,,,,,
feng zhuo,shandong university,"public key infrastructure,blockchain,environmental resource management,business",,,,,,
fengji luo,university of sydney,"blockchain,meter,data protection act 1998,grid,electric power system,robustness,control engineering,computer security,engineering",,,,,,
fengrui shi,imperial college london,"smart contract,fault tolerance,computer network,distributed computing,computer science",,,,,,
fengyi tang,,"data aggregator,blockchain,similarity learning,data retrieval,search engine indexing,computer security,data mining,computer science",,,,,,
ferdinando m ametrano,,"velocity of money,decentralized autonomous organization,seigniorage,deflation,cryptocurrency,monetary policy,instability,inflation,monetary economics,economics",,,,,,
fernand costa,,"blockchain,attack model,intrusion detection system,level of detail,information system,computer security,engineering",,,,,,
fernanda yumi katori,,"blockchain,operating system,philosophy",,,,,,
fernando cuadrado malasana,,"blockchain,internet privacy,computer science",,,,,,
fernando g papi,,"blockchain,accountability,computer security,business",,,,,,
fernando j biurrun abad,,"blockchain,performance art,philosophy",,,,,,
fernando pedone,university of lugano,"blockchain,popularity,scalability,graph,distributed computing,computer science",,,,,,
ferran plaza rodriguez,,"blockchain,performance art,art",,,,,,
fiammetta s piazza,,"blockchain,strengths and weaknesses,corporate governance,accounting,business",,,,,,
filipe gutemberg costa pinto,federal university of pernambuco,"blockchain,performance art,philosophy",,,,,,
filippo annunziata,bocconi university,"distributed ledger,prime,management,business",,,,,,
filippo eros pani,university of cagliari,"scrum,chose,blockchain,smart city,control logic,internet of things,computer data storage,software,computer security,engineering",,,,,,
finn brunton,,"blockchain,internet privacy,computer science",,,,,,
fiona a lickorish,cranfield university,"science communication,blockchain,energy security,horizon,biodiversity,environmental resource management,ecology,biology",,,,,,
flanagan brendan,,"learning analytics,blockchain,ubiquitous learning,data science,computer science",,,,,,
flavien quesnel,,"botnet,blockchain,hacker,smart grid,accountability,vulnerability,the internet,software,computer network,computer security,computer science",,,,,,
flavio codeco coelho,fundacao getulio vargas,"distributed ledger,disease surveillance,blockchain,security token,incentive,data quality,epidemiology,data mining,bioinformatics,biology",,,,,,
flavio soares correa da silva,university of sao paulo,"information architecture,blockchain,interoperability,information privacy,data access,information access,data management,architecture,data mining,computer science",,,,,,
fleurance associes,,"blockchain,argus,library science,philosophy",,,,,,
fleury,,"blockchain,library science,business",,,,,,
florence gsell,,"blockchain,telecommunications,philosophy",,,,,,
florence schrambach,,"blockchain,internet privacy,computer science",,,,,,
florent robic,,"blockchain,world wide web,art",,,,,,
florian daniel,polytechnic university of milan,"business process management,blockchain,business process,systems engineering,computer science",,,,,,
florian gawlas,,"blockchain,performance art,art",,,,,,
florian glaser,karlsruhe institute of technology,"use case analysis,blockchain,decentralization,ontology,knowledge management,computer science",,,,,,
florian glatz,,"blockchain,computer security,business",,,,,,
florian guggenmos,university of bayreuth,"blockchain,german,public sector,public administration,business",,,,,,
florian hawlitschek,karlsruhe institute of technology,"market engineering,blockchain,conceptual framework,knowledge management,marketing,computer science",,,,,,
florian idelberger,european university institute,"blockchain,data mining,database,computer science",,,,,,
florian kelbert,imperial college london,"blockchain,payment,channel,computer network,business",,,,,,
florian matthes,technische universitat munchen,"smart contract,blockchain,computer security,computer science",,,,,,
florian riel,,"blockchain,traceability,business process,process management,business",,,,,,
florian tramer,stanford university,"smart contract,verifiable computing,cryptographic primitive,side channel attack,instruction set,threat model,computation,software,theoretical computer science,distributed computing,computer security,computer science",,,,,,
floriane bruneau,,"blockchain,commerce,business",,,,,,
floriano scioscia,polytechnic university of bari,"semantic technology,blockchain,supply chain,ontology,information management,real time computing,data mining,computer science",,,,,,
florin ioras,buckinghamshire new university,"blockchain,certification,apprenticeship,engineering management,engineering",,,,,,
folake alabi,new york university,"frustration of purpose,exclusion clause,smart contract,payment system,contract management,payment,trusted third party,situated,commerce,computer security,business",,,,,,
forrest stonedahl,augustana college,"blockchain,cryptocurrency,computer data storage,hash function,internet privacy,computer science",,,,,,
foteini baldimtsi,boston university,"micropayment,blockchain,voucher,compromise,currency,anonymity,database transaction,internet privacy,computer security,computer science,aka",,,,,,
foteini baldmitsi,george mason university,"smart contract,experimental data,open science,data management,system integration,source code,data collection,software,management science,data mining,computer science",,,,,,
fouad amine guenane,steria,"public key cryptography,blockchain,database transaction,comprehension,data structure,data mining,computer science",,,,,,
four questions for podcast,,"blockchain,literacy,media studies,library science,medicine",,,,,,
francesca pick,,"multitude,blockchain,library science,artificial intelligence,art",,,,,,
francesco bolici,university of cassino,"blockchain,anonymity,decentralization,internet privacy,business",,,,,,
francesco buccafurri,mediterranea university of reggio calabria,"blockchain,data mining,computer science",,,,,,
francesco ciclosi,,"blockchain,internet privacy,philosophy",,,,,,
francesco corea,,"blockchain,convergence,distributed computing,mathematics",,,,,,
francesco guastamacchia,,"security studies,blockchain,research question,knowledge management,political science",,,,,,
francesco palmieri,university of salerno,"blockchain,terminal equipment,scratch,compromise,server,cloud computing,queueing theory,software,computer security,computer science",,,,,,
francesco paolo schiavo,,"cloud management,payroll,blockchain,christian ministry,certification,cloud computing,public sector,commerce,business",,,,,,
francesco parino,,"digital currency,gravity model of trade,blockchain,per capita,anonymity,database transaction,developing country,the internet,commerce,artificial intelligence,machine learning,mathematics",,,,,,
francesco pisani,,"blockchain,payment,management science,knowledge management,computer science",,,,,,
francesco venier,,"blockchain,internet privacy,business",,,,,,
francesco zanichelli,university of parma,"blockchain,trustworthiness,peer to peer,internet privacy,distributed computing,computer science",,,,,,
francis joseph gross,european central bank,"blockchain,financial analysis,financial risk,finance,business",,,,,,
francisca adoma,,"blockchain,big data,data mining,computer science",,,,,,
francisca adoma acheampong,,"blockchain,big data,data mining,computer science",,,,,,
francisco arteaga,,"blockchain,performance art,history",,,,,,
francisco caceres,,"blockchain,internet privacy,business",,,,,,
francisco carneiro pacheco andrade,university of minho,"smart contract,e commerce,bad faith,corporation,virtual organization,software agent,operations management,public relations,knowledge management,marketing,business",,,,,,
francisco de sales capilla roncero,,"blockchain,performance art,history",,,,,,
francisco javier segura entrena,,"distributed ledger,ledger,blockchain,operating system,computer science",,,,,,
francisco jose aranguren urriza,,"blockchain,performance art,history",,,,,,
francisco jose martinez del cerro,,"blockchain,performance art,art",,,,,,
francisco luis,,"blockchain,internet privacy,economics",,,,,,
francisco prieto castrillo,university of salamanca,"smart meter,infrastructure security,blockchain,energy market,smart grid,wind power,cost reduction,renewable energy,computer engineering,data mining,computer science",,,,,,
francisco prietocastrillo,university of salamanca,"blockchain,smart city,reliability,internet of things,mobile device,wireless sensor network,distributed computing,computer security,computer science",,,,,,
francois taiani,university of rennes,"distributed hash table,ledger,blockchain,download,exploit,joins,computer security model,hash function,distributed computing,computer security,computer science",,,,,,
francoisvivien guiot,,"blockchain,performance art,sociology",,,,,,
frank dodd tony smith,,"blockchain,quantum,quantum electrodynamics,physics",,,,,,
frank hees,rwth aachen university,"request for comments,blockchain,open research,data protection act 1998,social media,knowledge management,business",,,,,,
frank hofmann,technical university of berlin,"digital revolution,immutability,blockchain,exploit,distributed database,standardization,knowledge management,computer science",,,,,,
frank kargl,university of ulm,"blockchain,computer network,distributed computing,computer science",,,,,,
frank leymann,university of stuttgart,"business process management,blockchain,business process,systems engineering,computer science",,,,,,
frank moller aarestrup,statens serum institut,"public health surveillance,blockchain,interoperability,public health,computer security,business",,,,,,
frank puttgen,,"blockchain,law and economics,law,economics",,,,,,
frank teuteberg,,"blockchain,business process,purchasing,process management,business",,,,,,
frans roozen,,"blockchain,internet privacy,art",,,,,,
frans van diepen,,"stakeholder,blockchain,public private partnership,delegation,supply chain,proof of concept,agriculture,environmental resource management,business",,,,,,
frantisek kasl,,"distributed ledger,blockchain,phenomenon,financial services,commerce,marketing,business",,,,,,
franz fortman,,"blockchain,cryptocurrency,payment,commerce,business",,,,,,
franz j hauck,university of ulm,"blockchain,computer network,distributed computing,computer science",,,,,,
franz nees,,"blockchain,payment,internet privacy,business",,,,,,
fred grossmann,rwth aachen university,"financial privacy,digital currency,single point of failure,blockchain,coins,anonymity,secure multi party computation,cryptography,internet privacy,computer security,computer science",,,,,,
fred h cate,indiana university bloomington,"blockchain,data protection act 1998,internet privacy,computer security,computer science",,,,,,
fred k augustine,,"blockchain,cryptocurrency,text mining,internet privacy,business",,,,,,
fred thomas danner,,"distributed ledger,conditional access,blockchain,adjudication,certification,computer security,business",,,,,,
frederic marty,centre national de la recherche scientifique,"blockchain,sharing economy,rivalry,price discrimination,operator,dissipation,microeconomics,economics",,,,,,
frederic planchon,,"blockchain,attack model,intrusion detection system,level of detail,information system,computer security,engineering",,,,,,
frederic tronel,centralesupelec,"asynchronous system,distributed ledger,ledger,blockchain,computability,correctness,abstraction,theoretical computer science,distributed computing,computer science",,,,,,
frederik sandbrink,,"blockchain,internet privacy,computer science",,,,,,
frederique marty,,"blockchain,public economics,law and economics,economics",,,,,,
frederique moskun,,"blockchain,disposition,library science,sociology",,,,,,
fredrik jansson,,"public key certificate,supply chain management,blockchain,traceability,tracing,novelty,supply chain,systems engineering,engineering",,,,,,
fredrik milani,,"blockchain,use case,transformational leadership,business process reengineering,business process,systems engineering,computer science",,,,,,
fredrik mortberg,,"blockchain,popularity,payment,database transaction,scalability,throughput,channel,computer network,business",,,,,,
fredrik pajala,,"blockchain,traceability,supply chain,transparency,process management,business",,,,,,
fredrik sjoblom,,"transaction data,blockchain,identifier,database transaction,distributed computing,database,computer science",,,,,,
freya sheer hardwick,,"scrutiny,blockchain,verifiable secret sharing,procurement,accountability,government,corporate governance,the internet,public relations,computer security,computer science",,,,,,
friedrich holotiuk,,"blockchain,payment,management science,knowledge management,computer science",,,,,,
fritz henglein,university of copenhagen,"ledger,blockchain,contract management,domain specific language,financial services,semantics,architecture,derivative,finance,computer science",,,,,,
fritz henglein diku,,"distributed ledger,blockchain,interoperability,distributed computing,computer science",,,,,,
fthi abadi,,"distributed ledger,immutability,blockchain,digital ecosystem,internet of things,systematic review,the internet,knowledge management,computer science",,,,,,
fu xiang,national university of defense technology,"distributed ledger,economic globalization,blockchain,cryptocurrency,globalization,cloud computing,management science,computer science",,,,,,
fu yingwei,national university of defense technology,"distributed ledger,economic globalization,blockchain,cryptocurrency,globalization,cloud computing,management science,computer science",,,,,,
fuchun guo,university of wollongong,"ciphertext,public key cryptography,blockchain,data loss,distributed data store,database transaction,authorization,service provider,distributed computing,real time computing,computer science",,,,,,
fujimura shigeru,,"blockchain,cryptocurrency,distributed computing,business",,,,,,
fukuchi kaiho,,"blockchain,search engine,science technology and society,software engineering,operations research,engineering",,,,,,
fusheng wang,stony brook university,"ehealth,blockchain,radiation,data mining,computer science",,,,,,
g archana,,"blockchain,supply chain,computer network,distributed computing,computer science",,,,,,
g brian burke,university at albany suny,"blockchain,smart city,internet of things,data access,data management,knowledge management,computer science",,,,,,
g cascarillacharles,,"ledger,blockchain,financial transaction,commerce,business",,,,,,
g r zomer,,"blockchain,internet of things,operating system,art",,,,,,
g s bektenova,,"blockchain,financial transaction,venture capital,information security,emerging technologies,information processing,commerce,business",,,,,,
g shahchetan,,"fintech,blockchain,cryptocurrency,compendium,analytics,payment,application programming interface,biometrics,marketing,business",,,,,,
g willoughby,,"blockchain,economic system,business",,,,,,
gabor daniel nagy,university of szeged,"blockchain,financial institution,social control,politics,economy,social science,sociology",,,,,,
gabor magyar,,"population health management,blockchain,data availability,information hiding,politics,data management,environmental resource management,business",,,,,,
gabor vattay,eotvos lorand university,"digital currency,payment system,blockchain,installation,anonymity,probabilistic logic,bayesian probability,the internet,internet privacy,econometrics,distributed computing,mathematics",,,,,,
gabriel jaccard,university of geneva,"smart contract,blockchain,property law,categorization,law,business",,,,,,
